00000A00	Silverd
244D0F00	Engraved Stone
244E0F00	Hidden Space - 0056
244F0F00	Unknown Adventurer's Log
24500F00	Kharonso Ruins Pillar: No. 4
247F0E00	Weaponsmith's Pack
248C2000	Lapprette Leather Boots
24B20100	Brejin Plate Armor
24BC0100	Churrchen Leather Armor
24BF0100	Deshret Cloth Armor
24BF1100	Ynitium Leather Armor
25110300	TestSword
25350000	Delesyian Ornamental Shield
25422000	Kasunan Cloth Armor
25430F00	Haiden's Elixir
25440F00	Clockwork Insect
25450F00	Guardian Deity Altar
25460F00	Fruit of Life
25470F00	Commander Butterfly
25480F00	Trophy - All-Out Duel
25490F00	Marni's Laboratorium Key
254A0F00	Sealed Abyss Artifact
254B0F00	Gilded Clays Leather Boots
254C0F00	Wrecked Trading Ship
254D0F00	Engraved Stone
254E0F00	Hidden Space - 0057
254F0F00	Unknown Adventurer's Log
25500F00	Fusion Reactor Core: I
257F0E00	Weaponsmith's Pack
258C2000	Matrinne Leather Boots
25A10700	Patterned Stone Greataxe
25B20100	Canusti Plate Armor
25BC0100	Saolo Leather Armor
25BF1100	Ynitium Leather Gloves
260F2000	Austin Plate Helm
26110300	Specialty Mercenary OneHandSword
26422000	Kattinan Cloth Armor
26430F00	Astrid's Elixir
26440F00	Antumbra Cloth Armor
26450F00	Red Rage
26460F00	Umbra's Hierophany Leather Armor
26470F00	Monarch Butterfly
26480F00	Trophy - Unarmed Duel
26490F00	Aeronautical Research Base Key
264A0F00	Sealed Abyss Artifact
264B0F00	Righteous Inquisitors Guard's Plate Armor
264C0F00	Gear Blueprint: Ator's Orb
264D0F00	Engraved Stone
264E0F00	Hidden Space - 0058
264F0F00	Unknown Adventurer's Log
26500F00	Fusion Reactor Core: II
267F0E00	Weaponsmith's Pack
268B0B00	Long Horn
268C2000	Dumas Leather Boots
26B20100	Dundree Plate Armor
26BC0100	Jevanars Leather Armor
26BF1100	Ynitium Leather Boots
26CB0000	Goldleaf Censer
270F2000	Lautia Plate Helm
27110300	Specialty Dragon Slayer OneHandSword
27362000	Baratan Chain Mail
27422000	Acria Cloth Armor
27430F00	Guard Visione
27440F00	Troll Maccutan Plate Helm
27450F00	Mistcloaked Owl Leather Armor
27460F00	Belkandor Helm Blueprint
27470F00	Informant's First Letter
27480F00	Trophy - Wrestling Match
27490F00	Sealed Abyss Artifact
274A0F00	Sealed Abyss Artifact
274B0F00	Righteous Inquisitors Guard's Plate Armor
274D0F00	Insight I
274E0F00	Hidden Space - 0059
274F0F00	Unknown Adventurer's Log
27500F00	Fusion Reactor Core: III
277F0E00	Weaponsmith's Pack
278C2000	Trier Leather Boots
27B20100	Crail Plate Armor
27BF0100	Takana Cloth Armor
27CB0000	Oil Barrel
280F2000	Matarra Plate Helm
28161700	Shabby Horse Saddle
28422000	Kabotun Cloth Armor
28430F00	Military Visione
28440F00	Investigative Log: Broken Silence
28450F00	Mistcloaked Owl Leather Armor
28460F00	Reins of Open Sky
28470F00	Luther's Cloth Armor
28480F00	Gilded Slim Bottle
28490F00	Secret Book of Unknown Source
284A0F00	Sealed Abyss Artifact
284B0F00	Righteous Inquisitors Guard's Plate Armor
284C0F00	Shakatu's Letter
284D0F00	Insight II
284E0F00	Hidden Space - 0060
284F0F00	Unknown Adventurer's Log
28500F00	Fusion Reactor Core: IV
287F0E00	Weaponsmith's Pack
288C2000	Gohol Leather Boots
28B20100	Levin Plate Armor
28BC0100	Drossel Leather Armor
28CF0000	Sticky Bomb
290B0400	Marauder's Halberd
290F2000	Lauques Plate Helm
29161700	Hyperion Saddle
293E0C00	Talisman
29422000	Kavokin Cloth Armor
29430F00	Prototype Visione
29440F00	Flawless Timber
29450F00	Mistcloaked Owl Leather Armor
29460F00	Ravirun Cloth Helm
29470F00	Socket Test Gloves
29480F00	Water Jug
29490F00	Marni Drill Component
294A0F00	Sealed Abyss Artifact
294B0F00	Demeniss Guard's Plate Armor
294C0F00	Valgash's Letter
294D0F00	Insight III
294E0F00	Hidden Space - 0061
294F0F00	Letter to a Comrade
29500F00	Fusion Reactor Core: V
297F0E00	Weaponsmith's Pack
298C2000	Martin's Leather Boots
29B20100	Dunverline Plate Armor
29BC0100	Dumenis Cloth Armor
29BF0100	Lakshi Leather Armor
29DB0B00	Golden Apple
29E10100	Mistum Leather Gloves
2A0B0400	Alabaster Halberd
2A0F2000	Larstrom Plate Helm
2A270000	Lantern
2A3E0C00	Bells
2A422000	Teknin Cloth Armor
2A430F00	Mask of the Devil of the Reed Field
2A440F00	Sydmon Hammer
2A450F00	Mistcloaked Owl Leather Armor
2A460F00	Tales of Sunset Valley
2A470F00	Catfish Plate Helm
2A480F00	Wide White Jar
2A490F00	Greymanes' Leather Armor
2A4A0F00	Sealed Abyss Artifact
2A4B0F00	Yrkabel Leather Armor
2A4C0F00	Companionship I
2A4D0F00	Fortification I
2A4E0F00	Hidden Space - 0062
2A4F0F00	News for a Nephew
2A500F00	Fusion Reactor Core: VI
2A6D0400	Tardik Shield
2A7F0E00	Weaponsmith's Pack
2A8C2000	Purani Leather Boots
2AB20100	Kinross Plate Armor
2ABB0100	Wakhan Leather Armor
2ACF0000	Time Bomb
2AE5B615	Blacksteel Dumenis Plate Boots
2B0B0400	Iris Halberd
2B0F2000	Demeniss Ceremonial Plate Helm
2B110300	Inquisitor's Rapier
2B362000	Kantana Plate Armor
2B3E0C00	Censer
2B422000	Maknan Cloth Armor
2B430F00	Recipe: Fruit Punch
2B440F00	Invisible Longsword
2B450F00	Lightningblade of Greed
2B460F00	Diana Fritillary Butterfly
2B470F00	White Bloodwind Cloth Cloak
2B480F00	Wide Jar
2B490F00	Greymanes' Leather Armor
2B4A0F00	Sealed Abyss Artifact
2B4B0F00	Odeck's Protector Plate Cloak
2B4C0F00	Crow's Pursuit
2B4D0F00	Fortification II
2B4E0F00	Hidden Space - 0063
2B4F0F00	Unsealed Secret Letter
2B500F00	Fusion Reactor Core: VII
2B6D0400	Dewhaven Shield
2B7F0E00	Weaponsmith's Pack
2B8A165E	Golden Fire
2B8C2000	Delphi Leather Boots
2BB20100	Demeniss Honor Armor
2BBB0100	Valion Leather Armor
2BBC0100	Laplace Leather Armor
2BBF1100	Silverwolf Leather Armor
2BCB0000	Double-Sided Banner Pike
2C080200	Tarandus Leather Boots
2C0B0400	Lambert Halberd
2C0F2000	Awrain Plate Helm
2C110300	Grace Rapier
2C362000	Ketlan Chain Mail
2C422000	Attrean Cloth Armor
2C430F00	Helm of Ignition
2C440F00	Recipe: Meat Stew
2C450F00	Petrified Humans
2C460F00	Crimson Patch Butterfly
2C470F00	Bright Grey Dye
2C480F00	Dark Brown Jar
2C490F00	Varnian Contribution Banner Pike
2C4A0F00	Sealed Abyss Artifact
2C4B0F00	Kuku Marni Laser Helm
2C4C0F00	Unidentified Abyss Gear
2C4D0F00	Fortification III
2C4E0F00	Hidden Space - 0064
2C4F0F00	Periodic Report
2C500F00	Fusion Reactor Core: VIII
2C7F0E00	Healer's Pack
2C8C2000	Bethel Leather Boots
2CB20100	Avignon Cloth Armor
2CBB0100	Plune Leather Armor
2CBC0100	Radiano Leather Armor
2CBF0100	Ladran Cloth Armor
2CCB0000	Small Banner Pike
2D0B0400	Gilliam Halberd
2D0F2000	Sahazhad Plate Helm
2D110300	Leonne Rapier
2D362000	Antuka Chain Mail
2D422000	Maquealon Cloth Armor
2D430F00	Mace of Betrayal
2D440F00	Secret of the Helm
2D450F00	Bloody Farmhouse
2D460F00	White Peacock Butterfly
2D470F00	Colton's Cloth Armor
2D480F00	Silver Carafe
2D490F00	Disruptor Cannonball
2D4A0F00	Sealed Abyss Artifact
2D4B0F00	Kuku Lightning-Resistant Armor
2D4C0F00	Gear Blueprint: Abyssal Assimilation
2D4D0F00	Aegis I
2D4E0F00	Hidden Space - 0065
2D4F0F00	Letter to Croft
2D500F00	Fusion Reactor Core: IX
2D6E0B00	Sugar Cubes
2D7F0E00	Healer's Pack
2D8C2000	Chanti Leather Boots
2DBB0100	Rittem Leather Armor
2DBC0100	Dorness Leather Armor
2DBF0100	Nuslan Cloth Armor
2DE10100	Rowley Leather Gloves
2E004E6A	Romund Plate Armor
2E080200	Sydmon Leather Boots
2E0B0400	Bonepit Halberd
2E0F2000	Devins Plate Helm
2E110300	Brass Rose Rapier
2E161700	Sahareum Saddle
2E362000	Amantia Chain Mail
2E422000	Marknin Cloth Armor
2E430F00	Desert Hammer
2E440F00	Entwined Red Thread Hammer
2E450F00	Skyroot
2E460F00	Banded Peacock Butterfly
2E470F00	Falstaff's Cloth Armor
2E480F00	Golden Carafe
2E490F00	Warning Written in Blood
2E4A0F00	Sealed Abyss Artifact
2E4B0F00	Kuku Flame-Resistant Armor
2E4C0F00	Pillar of Wind
2E4D0F00	Aegis II
2E4E0F00	Hidden Space - 0066
2E4F0F00	Letter with a Torn Corner
2E500F00	Fusion Reactor Core: X
2E7F0E00	Healer's Pack
2E8FC060	Calio's Leather Gloves
2EB20100	Arghai Cloth Armor
2EBB0100	Mocke Leather Armor
2EBC0100	Undriga Leather Armor
2EBF0100	Ravirun Cloth Armor
2F0B0400	Freesword Halberd
2F0F2000	Cadet Plate Helm
2F110300	Fallen Noble's Rapier
2F161700	Berkei Saddle
2F350C00	Mysterious Elixir
2F362000	Amanas Chain Mail
2F422000	Lauques Cloth Armor
2F430F00	Awakened Spirit
2F440F00	Outlaw's Graverobber Pack
2F450F00	Sealed Abyss Artifact
2F460F00	Malachite Butterfly
2F470F00	Arnold's Cloth Armor
2F480F00	Storage Jar
2F490F00	Blue Jay
2F4A0F00	Sealed Abyss Artifact
2F4B0F00	Kuku Ice-Resistant Armor
2F4C0F00	Seal of Greed - Silvermoon Trade Group
2F4D0F00	Aegis III
2F4E0F00	Hidden Space - 0067
2F4F0F00	Scented Letter
2F500F00	Fusion Reactor Core: XI
2F7F0E00	Healer's Pack
2FB20100	The Faceless's Cloth Armor
2FBB0100	Chayten Leather Armor
2FBC0100	Anderitz Leather Armor
2FBF0100	Barian Cloth Armor
2FE10100	Daveed Leather Gloves
30080200	Pahna Leather Boots
300B0400	Bekker Halberd
300F2000	Belui Plate Helm
30110300	Volono Rapier
30161700	Delesyian Saddle
30362000	Amanta Plate Armor
30422000	Atnan Cloth Armor
30430F00	Fundamentalist's Cloth Armor
30440F00	Wyvernflames Captain's Pack
30450F00	Sealed Abyss Artifact
30460F00	Rusty Tipped Page Butterfly
30470F00	Lucius's Cloth Armor
30480F00	Gilded Vase
30490F00	Mysterious Note
304A0F00	Sealed Abyss Artifact
304B0F00	Warning of Longleaf Forest Entry
304C0F00	Gear Blueprint: Heart of the Serpent
304D0F00	Grey Wolf Cloth Cloak
304E0F00	Hidden Space - 0068
304F0F00	Scented Letter
30500F00	Fusion Reactor Core: XII
307F0E00	Healer's Pack
3085D157	Grotevant Plate Armor
308C2000	Latear Leather Boots
30BB0100	Colatte Leather Armor
30BC0100	Rapps Leather Armor
30BF0100	Barcy Cloth Armor
30E10100	Bettie Leather Gloves
310F2000	Drea Plate Helm
31110300	Fallen Kingdom's Rapier
31161700	Exclaire Saddle
31362000	Kakuta Plate Armor
313E0C00	Hernand Wine Storehouse Key
31422000	Dilanka Cloth Armor
31430F00	Gilded Goblin's Cloth Armor
31440F00	Gate of Peace Disruptor Key
31450F00	Sealed Abyss Artifact
31460F00	Tech Gloves
31470F00	Duncan's Cloth Armor
31480F00	Trophy - Spear Duel
31490F00	Shineberry
314A0F00	Sealed Abyss Artifact
314B0F00	Hidden Treasure
314C0F00	Gear Blueprint: Heart of Stone
314D0F00	A Butler's Note
314E0F00	Hidden Space - 0069
314F0F00	Letter from Mom
31500F00	Fusion Reactor Core: XIII
317F0E00	Healer's Pack
318C2000	Munndt Leather Boots
31BB0100	Katerm Leather Armor
31BC0100	Cantars Leather Armor
31BF0100	Bartmun Cloth Armor
320B0400	Celeste Halberd
32110300	Elemore Rapier
32161700	Hernandian Saddle
32362000	Arcalu Plate Armor
32422000	Patika Cloth Armor
32430F00	Saint's Blessing
32440F00	Musket Shield
32450F00	Shrimp
32460F00	Bounty Notice - Simon de Montfort
32470F00	Anders's Cloth Armor
32480F00	Trophy - Sword Duel
32490F00	Seed Supply Contract - Hernand
324A0F00	Sealed Abyss Artifact
324B0F00	Statue of the Goddess of Justice
324C0F00	Gear Blueprint: Momentum
324D0F00	Letter for Damiane
324E0F00	Hidden Space - 0070
324F0F00	Unknown Duke's Order
32500F00	Fusion Reactor Core: XIV
32510F00	White Crow's Letter
327F0E00	Healer's Pack
328C2000	Matar Leather Boots
32BC0100	Pictead Leather Armor
32BF0100	Orthu Cloth Armor
33080200	Rhegis Leather Boots
330B0400	Golden Vanguard
33110300	Dueling Rapier
33161700	Varnian Saddle
33422000	Tenkan Cloth Armor
33430F00	Fundamentalist Goblin Leather Boots
33440F00	Royal Guard Shield
33450F00	Varnian Equipment Blueprint
33460F00	Bounty Notice - Ulzok
33470F00	Fred's Cloth Armor
33480F00	Ordinary Gloves
33490F00	Sparrow
334A0F00	Sealed Abyss Artifact
334B0F00	Light of the Battlefield Earring
334C0F00	Clue from Lioncrest Watchtower
334D0F00	Gear Blueprint: Frost Spike
334E0F00	Hidden Space - 0071
334F0F00	Crumpled Letter
33500F00	Fusion Reactor Core: XV
33510F00	Abyss Cell: No. 0
337F0E00	Healer's Pack
338C2000	Estelle Leather Boots
33BB0100	Forest Fae Armor
33BC0100	Varanguard Leather Armor
33BF0100	Tohkar Cloth Armor
33D37240	Russet Pavis Leather Gloves
34080200	The Masked Liberator's Leather Boots
34110300	Gilliam Rapier
34161700	Demenissian Saddle
343A0000	Student's Pack
34422000	Metron Cloth Armor
34430F00	Recipe: Pickled Fruit
34440F00	Flame Knights Shield
34450F00	King's Dagger
34460F00	Bounty Notice - Haldin
34470F00	Wybert's Cloth Armor
34480F00	Golden Sword
34490F00	Black-Naped Oriole
344A0F00	Sealed Abyss Artifact
344B0F00	Fine Fishing Rod Blueprint
344C0F00	Slashing Reeds
344D0F00	Gear Blueprint: Shattering Frost
344E0F00	Hidden Space - 0072
344F0F00	Demeniss Orphanage Registration Form
34500F00	Fusion Reactor Core: XVI
34510F00	Hernand Refinement Token
347F0E00	Weaponsmith's Pack
348C2000	Katian Leather Boots
34BB0100	White Bloodwind Leather Armor
34BC0100	Scarteau Leather Armor
34BF0100	Verdinan Cloth Armor
34CB0000	Small Demenissian Banner Pike
35110300	Lambert Rapier
35210000	White Horn's Ring
35422000	Decanteau Cloth Armor
35430F00	Reventine Priest's Spear
35440F00	Recipe: Braised Fish and Vegetables
35450F00	Uniform Cat Outfit
35460F00	Bounty Notice - Alessio
35470F00	Brennan's Cloth Armor
35480F00	Blueprint: Faded Abyss Artifact
35490F00	Kentish Plover
354A0F00	Sealed Abyss Artifact
354B0F00	Trumpet Shotgun
354C0F00	An Engineer's Work Log
354D0F00	Tempest of Destruction
354E0F00	Hidden Space - 0073
354F0F00	Letter with Smudged Words
35500F00	Fusion Reactor Core: I-I
35510F00	Investment Offer
357F0E00	Weaponsmith's Pack
358C2000	Lauques Leather Boots
35BC0100	Huskall Leather Armor
35BF0100	Borsehir Cloth Armor
35CB0000	Small Delesyian Banner Pike
36110300	Rapier of Amity
36210000	Ring of Lightning
36380300	Dev Specialty Crudell OneHandAxe
36422000	Kaetra Cloth Armor
36430F00	Riding Attire
36440F00	Recipe: Vegetable and Seafood Porridge
36450F00	A.T.A.G. Plating Mk III
36460F00	Bounty Notice - Blix
36470F00	Niall's Cloth Armor
36480F00	Antoni Plate Armor
36490F00	Meadow Bunting
364A0F00	Sealed Abyss Artifact
364B0F00	Master Key
364C0F00	Elegant Carmine Gloves Blueprint
364D0F00	Varken Champron
364E0F00	Hidden Space - 0074
364F0F00	Sawdust-Stained Letter
36500F00	Fusion Reactor Core: I-II
36510F00	Demeniss Refinement Token
368C2000	Lutia Leather Boots
36BC0100	Barbaroy Leather Armor
36BF0100	Keanoff Cloth Armor
37080200	Crudil Leather Boots
37110300	Elenore Rapier
37422000	Makran Cloth Armor
37430F00	Leather Riding Hat
37440F00	Recipe: Battered Seafood
37450F00	Giath's Leather Armor
37460F00	Bounty Notice - Bianca
37470F00	Luke's Cloth Armor
37480F00	Antoni Plate Helm
37490F00	Vegetable Juice
374A0F00	Sealed Abyss Artifact
374B0F00	Treasure Under the Bridge
374C0F00	Alchemy Formula: Palmar Pill
374D0F00	Fortitude I
374E0F00	Hidden Space - 0075
374F0F00	Letter with a Scorched Corner
37500F00	Fusion Reactor Core: I-III
37510F00	Delesyia Refinement Token
377F0E00	Woodcutter's Pack
37BC0100	Kordaav Leather Armor
37CB0000	Small Black Bears Banner Pike
38210000	Earring of Dark Magic
38310000	Double-Headed Axe of Greed
38422000	Tantuta Cloth Armor
38430F00	Master Trainer's Touch
38440F00	Recipe: Steamed Fish
38450F00	Uniform Cat Hat
38460F00	Bounty Notice - Salvatore
38470F00	Vernon's Cloth Armor
38480F00	Yann's Letter
38490F00	Baby Hedgehog
384A0F00	Sealed Abyss Artifact
384B0F00	Awakened Jackal's Leather Armor
384C0F00	Warden of Darkness
384D0F00	Fortitude II
384E0F00	Hidden Space - 0076
384F0F00	Priest Ordination Recommendation Letter
38500F00	Fusion Reactor Core: I-IV
38510F00	Pailune Refinement Token
387F0E00	Troll Peddler's Pack
388C2000	Rafferty Leather Shoes
38BC0100	Lespedan Leather Armor
39195617	White Horn's Earring
39210000	Ogre's Ring
39422000	Antutan Cloth Armor
39430F00	Riding Boots
39440F00	Recipe: Seafood Stew
39450F00	Shield of Betrayal
39460F00	Bounty Notice - Dante
39470F00	Xavier's Cloth Armor
39480F00	The Blood Coronation
39490F00	Ornate Silver Conical Jar
394A0F00	Sealed Abyss Artifact
394B0F00	Demenissian Uniform Leather Gloves
394C0F00	Elegant Carmine Cloak Blueprint
394D0F00	Fortitude III
394E0F00	Hidden Space - 0077
394F0F00	Suspicious Letter
39500F00	Fusion Reactor Core: XI-I
39510F00	Beighen Refinement Token
39650000	Bird Soup
397F0E00	Pororin Pack
39B3276B	Meyer Plate Armor
39BC0100	Stiv Leather Armor
39CB0000	Small Dusksongs Banner Pike
39E10100	Lennigen Leather Gloves
3A080200	Scorchflame Leather Boots
3A210000	Witch's Ring
3A422000	Ankrian Cloth Armor
3A430F00	Small Calphadean Banner Pike
3A440F00	Recipe: Fishball Soup
3A450F00	Gilded Goblin's Cloth Armor
3A460F00	Bounty Notice - Warren
3A470F00	Ronald's Cloth Armor
3A480F00	Desert Pack
3A490F00	Toggart Cloth Cloak
3A4A0F00	Sealed Abyss Artifact
3A4B0F00	Forgotten Memory
3A4C0F00	Ancient Reckoning
3A4D0F00	Swift I
3A4E0F00	Hidden Space - 0078
3A4F0F00	Small Dewhaven Banner Pike
3A500F00	Fusion Reactor Core: XII-I
3A510F00	Tommaso Refinement Token
3A650000	Longhorn Soup
3A750000	Gunpowder
3A7F0E00	Florindale Empty Pack
3A8C2000	Raphelia Leather Boots
3ABC0100	Dyrfrith Leather Armor
3ACB0000	Small Faceless Banner Pike
3B110300	Liberre Rapier
3B195617	Necklace of Lightning
3B270000	Shiny Blue Sea Lantern
3B422000	Sirion Cloth Armor
3B430F00	Pailunese Signet
3B440F00	Recipe: Harvest Roll
3B450F00	Regglin Plate Helm
3B460F00	Savage Sawblade
3B470F00	Fritz's Cloth Armor
3B480F00	Bear Hide Cloak
3B490F00	Goblin Dueling Plate Gloves
3B4A0F00	Sealed Abyss Artifact
3B4B0F00	Cylindrical Ocher Jar
3B4C0F00	Purple Scout Earring
3B4D0F00	Swift II
3B4E0F00	Hidden Space - 0079
3B4F0F00	Medium Demenissian Noble's Banner Pike
3B500F00	Fusion Reactor Core: XIII-I
3B510F00	Small Bag
3B7F0E00	Scrap Metal Pack
3B8C2000	Lakshi Leather Shoes
3BBC0100	Stugrub Leather Armor
3BE10100	Kaeridyn Leather Gloves
3C270000	Shroud Lantern
3C3E0C00	[Demeniss Poster] - Invitation to the Demeniss Circus
3C422000	Sirenta Cloth Armor
3C430F00	Gilded Shield
3C440F00	Recipe: Vegetable Rice Cake
3C450F00	The Skull Collector's Wagon
3C460F00	Bounty Notice - Grull
3C470F00	Otto's Cloth Armor
3C480F00	Demenissian Elite Uniform Leather Armor
3C490F00	Test OneHandAxe
3C4A0F00	Sealed Abyss Artifact
3C4B0F00	Cylindrical Clay Jar
3C4C0F00	Troccars Plate Armor
3C4D0F00	Swift III
3C4E0F00	Hidden Space - 0080
3C4F0F00	Medium Demenissian Noble's Banner Pike
3C500F00	Fusion Reactor Core: XIV-I
3C7F0E00	Scrap Metal Pack
3C842000	Witters Plate Boots
3C8C2000	Marni's Cloth Armor
3CBB0100	Pantafe Cloth Armor
3CBC0100	Barrette Leather Armor
3CBECD45	Bandit's Leather Greaves
3D210000	Flower Petal Earring
3D270000	Fancy Flame-Patterned Lantern
3D3E0C00	[Demeniss Poster] - Invitation to the Demeniss Circus
3D430F00	Large Gilded Shield
3D440F00	Leather Hat of Enlightenment
3D450F00	An Experiment to Reach Marni
3D460F00	Bounty Notice - Fabrizio
3D470F00	Jian's Cloth Armor
3D480F00	Golden Goblet
3D490F00	Dark Grey Dye
3D4A0F00	Sealed Abyss Artifact
3D4B0F00	Old Round Jar
3D4C0F00	Replenishing Arrows
3D4D0F00	Haste I
3D4E0F00	Hidden Space - 0081
3D4F0F00	Medium Demenissian Noble's Banner Pike
3D500F00	Fusion Reactor Core: XI-III
3D730000	Paddlefish
3D7F0E00	Scrap Metal Pack
3D842000	Marcris Plate Boots
3D8C2000	Marni's Chain Gloves
3DB20100	Bolton Plate Armor
3DBB0100	Echebern Cloth Armor
3DBC0100	Gaut Leather Armor
3DBF0100	Rhonid Cloth Armor
3DCB0000	Small Wells Banner Pike
3DE10100	Merridew Leather Gloves
3E270000	Dark Fog Lantern
3E3E0C00	[Demeniss Poster] - Invitation to the Demeniss Circus
3E430F00	Theona Checkerspot Butterfly
3E440F00	Recipe: Grain Soup
3E450F00	Shadowleaf Bow
3E460F00	Bounty Notice - Garth
3E470F00	Marius's Cloth Armor
3E480F00	Silver Goblet
3E490F00	Iguana Rider Leather Boots
3E4A0F00	Sealed Abyss Artifact
3E4B0F00	Brown Round Jar
3E4C0F00	Gear Blueprint: Orbs of Lightning
3E4D0F00	Haste II
3E4E0F00	Hidden Space - 0082
3E4F0F00	Small Greymane Banner Pike
3E500F00	Fusion Reactor Core: XII-III
3E510F00	White Bear Claws
3E730000	Broadnose Sevengill Shark
3E842000	Tidebreaker Boots
3E8C2000	Marni's Chain Boots
3EB20100	Blackburn Plate Armor
3EBF0100	Pouhel Cloth Armor
3F080200	Huntington Leather Boots
3F270000	Flame Lantern
3F430F00	Light of the Battlefield Plate Boots
3F440F00	Thalwynd Hammer
3F450F00	Abandoned Bell
3F460F00	Bounty Notice - Selene
3F470F00	Greymane Cloth Gloves
3F480F00	Bronze Goblet
3F490F00	News of White Horn's Defeat
3F4A0F00	Sealed Abyss Artifact
3F4B0F00	Old Water Pot
3F4C0F00	Voyage Log to Jijeong Temple
3F4D0F00	Haste III
3F4E0F00	Hidden Space - 0083
3F4F0F00	Small Musket of Demeniss Banner Pike
3F500F00	Fusion Reactor Core: XIII-III
3F510F00	Fang of Silver Fang
3F730000	Giant Red Seabream
3F842000	Prani Plate Helm
3F8C2000	Desert Marauder's Plate Armor
3FA41F5D	Exclaire Barding
3FB20100	Reppin Plate Armor
3FBF0100	Dillinger Cloth Armor
3FCB0000	Small Blinding Arrows Banner Pike
40080200	Adeion Leather Boots
40380000	Wanderer of Faith's Plate Helm
40420F00	Health Amplification
40422000	Dyran Cloth Armor
40430F00	Adventurer's Cooking Inventory Type B
40440F00	Dekarr Hammer
40450F00	Peddler Cat Outfit
40460F00	Bounty Notice - Cecil
40470F00	Colton's Cloth Helm
40480F00	Wooden Mug
40490F00	News of the Bonepit
404A0F00	Puppy Plate Helm
404B0F00	Light Brown Water Pot
404C0F00	Note in the Cabin
404D0F00	Ascent I
404E0F00	Hidden Space - 0084
404F0F00	Small Heavy Silence Banner Pike
40500F00	Fusion Reactor Core: XIV-III
40510F00	Snowwhite Deer Antlers
40730000	Crimson Opaleye
40750000	Delesyian Wine
40842000	Northern Fighter's Leather Boots
408C2000	Desert Marauder's Plate Armor
40B20100	Ashad Plate Armor
40BF0100	Eckney Cloth Armor
